riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs4773144-G	2E-6	-	NR	1.08	-	[1.05-1.12]	COL4A2	"Coronary artery disease"	"coronary artery disease"	-	GCST002289	13:110308365	24262325	"Dichgans M"
rs12205331-?	6E-6	-	NR	1.0753	-	[1.04-1.11]	ANKS1A	"Coronary artery disease"	"coronary artery disease"	-	GCST002289	6:34930678	24262325	"Dichgans M"
rs1412444-T	4E-8	-	0.32	1.1	-	[1.07-1.14]	LIPA	"Coronary heart disease"	"coronary artery disease"	-	GCST001079	10:89243170	21606135	"Wild PS"
rs365302-C	8E-7	-	0.24	1.11	-	[1.06-1.15]	FNDC1	"Coronary heart disease"	"coronary artery disease"	-	GCST001079	6:159225301	21606135	"Wild PS"
rs16893526-G	5E-6	-	0.91	1.13	-	[1.07-1.21]	LINC01526,SNORA70	"Coronary heart disease"	"coronary artery disease"	-	GCST001079	6:81805598	21606135	"Wild PS"
rs1333049-C	7E-58	-	0.49	1.27	-	[1.23-1.31]	CDKN2B-AS1	"Coronary heart disease"	"coronary artery disease"	-	GCST001079	9:22125504	21606135	"Wild PS"
rs7865618-A	2E-27	-	0.59	1.18	-	[1.14-1.21]	CDKN2B-AS1	"Coronary heart disease"	"coronary artery disease"	-	GCST001079	9:22031006	21606135	"Wild PS"
rs9349379-?	9E-26	-	NR	-	-	-	PHACTR1	"Coronary heart disease"	"coronary artery disease"	-	GCST001185	6:12903725	21846871	"Mehta NN"
rs17114046-?	3E-7	-	NR	-	-	-	PLPP3	"Coronary heart disease"	"coronary artery disease"	-	GCST001185	1:56500678	21846871	"Mehta NN"
rs151193009-?	1E-14	-	NR	-	"0.447667 unit decrease"	[0.33-0.56]	PCSK9	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	1:55043912	33020668	"Koyama S"
rs61904693-?	9E-19	-	NR	-	"0.0921687 unit decrease"	[0.072-0.113]	MIR4693,DYNC2H1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	11:103799721	33020668	"Koyama S"
rs10488763-?	2E-15	-	NR	-	"0.0793168 unit increase"	[0.06-0.099]	LINC02732	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	11:110373636	33020668	"Koyama S"
rs2607903-?	7E-10	-	NR	-	"0.0624088 unit decrease"	[0.043-0.082]	LINC02366,YBX3	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	12:10723974	33020668	"Koyama S"
rs1133773-?	2E-10	-	NR	-	"0.0778211 unit increase"	[0.054-0.102]	FLJ12825,FAM242C	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	12:54102435	33020668	"Koyama S"
rs2681472-?	3E-11	-	NR	-	"0.067597 unit increase"	[0.048-0.087]	ATP2B1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	12:89615182	33020668	"Koyama S"
rs62190384-?	1E-8	-	NR	-	"0.056508 unit decrease"	[0.037-0.076]	PID1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	2:229142430	33020668	"Koyama S"
rs4395384-?	2E-9	-	NR	-	"0.0741962 unit decrease"	[0.05-0.098]	FGD5	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	3:14845180	33020668	"Koyama S"
rs74412485-?	3E-34	-	NR	-	"0.330952 unit decrease"	[0.28-0.38]	FLT1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	13:28468295	33020668	"Koyama S"
rs4773140-?	5E-15	-	NR	-	"0.0867953 unit increase"	[0.065-0.109]	COL4A1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	13:110301890	33020668	"Koyama S"
rs12893887-?	6E-9	-	NR	-	"0.061026 unit decrease"	[0.04-0.082]	HHIPL1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	14:99645228	33020668	"Koyama S"
rs8027011-?	6E-18	-	NR	-	"0.088556 unit decrease"	[0.068-0.109]	GOLGA6GP	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	15:78730274	33020668	"Koyama S"
rs2083458-?	9E-18	-	NR	-	"0.0878182 unit decrease"	[0.068-0.108]	CARMAL,KRT18P47	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	15:89031187	33020668	"Koyama S"
rs7177338-?	2E-11	-	NR	-	"0.08792 unit decrease"	[0.062-0.114]	FES	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	15:90885406	33020668	"Koyama S"
rs999675-?	1E-12	-	NR	-	"0.0704542 unit increase"	[0.051-0.09]	RNU6-758P,BCAR1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	16:75272504	33020668	"Koyama S"
rs11655024-?	9E-10	-	NR	-	"0.0829359 unit decrease"	[0.056-0.109]	BCAS3	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	17:61155004	33020668	"Koyama S"
rs9902260-?	3E-9	-	NR	-	"0.0652485 unit increase"	[0.044-0.087]	PECAM1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	17:64322512	33020668	"Koyama S"
rs112735431-?	2E-21	-	NR	-	"0.478976 unit increase"	[0.38-0.58]	RNF213-AS1,RNF213	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	17:80385145	33020668	"Koyama S"
rs9951447-?	5E-9	-	NR	-	"0.0586123 unit increase"	[0.039-0.078]	ATP7BP1,RPS4XP18	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	18:22429728	33020668	"Koyama S"
rs34774090-?	1E-13	-	NR	-	"0.0796088 unit increase"	[0.059-0.101]	SPC24	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	19:11143211	33020668	"Koyama S"
rs10420373-?	2E-8	-	NR	-	"0.0568752 unit decrease"	[0.037-0.077]	KLF2-DT	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	19:16319866	33020668	"Koyama S"
rs4803459-?	8E-15	-	NR	-	"0.077082 unit decrease"	[0.058-0.097]	TMEM91	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	19:41370563	33020668	"Koyama S"
rs190712692-?	4E-11	-	NR	-	"0.192092 unit decrease"	[0.14-0.25]	APOC1,APOC1P1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	19:44921921	33020668	"Koyama S"
rs564427867-?	3E-8	-	NR	-	"0.268411 unit increase"	[0.17-0.36]	PCSK9	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	1:55039931	33020668	"Koyama S"
rs574597038-?	3E-6	-	NR	-	"0.166598 unit increase"	[0.097-0.237]	RPSAP20,LINC01767	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	1:56410554	33020668	"Koyama S"
rs2306363-?	9E-10	-	NR	-	"0.0684222 unit decrease"	[0.047-0.09]	SIPA1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	11:65638129	33020668	"Koyama S"
rs2184103-?	2E-10	-	NR	-	"0.0627473 unit increase"	[0.043-0.082]	LINC01767,PLPP3	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	1:56418506	33020668	"Koyama S"
rs28709375-?	1E-22	-	NR	-	"0.0969412 unit increase"	[0.078-0.116]	MIA3	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	1:222649657	33020668	"Koyama S"
rs13306206-?	5E-35	-	NR	-	"0.324647 unit increase"	[0.27-0.38]	APOB	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	2:21019859	33020668	"Koyama S"
rs9751370-?	7E-10	-	NR	-	"0.0612687 unit increase"	[0.042-0.081]	RPSAP22,PARTICL	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	2:85512861	33020668	"Koyama S"
rs10930114-?	2E-14	-	NR	-	"0.079214 unit decrease"	[0.059-0.099]	FIGN,PRPS1P1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	2:164071196	33020668	"Koyama S"
rs11107909-?	6E-13	-	NR	-	"0.085905 unit decrease"	[0.063-0.109]	FGD6	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	12:95127594	33020668	"Koyama S"
rs11066015-?	9E-79	-	NR	-	"0.236828 unit increase"	[0.21-0.26]	ACAD10	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	12:111730205	33020668	"Koyama S"
rs55762216-?	4E-9	-	NR	-	"0.0592318 unit increase"	[0.04-0.079]	SPINK2,REST	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	4:56899565	33020668	"Koyama S"
rs6841473-?	1E-19	-	NR	-	"0.0954649 unit increase"	[0.075-0.116]	EDNRA	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	4:147486500	33020668	"Koyama S"
rs139784759-?	5E-9	-	NR	-	"0.063251 unit decrease"	[0.042-0.084]	-	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	-	33020668	"Koyama S"
rs10041378-?	6E-9	-	NR	-	"0.0685211 unit decrease"	[0.045-0.092]	IRX1,LINC02063	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	5:4094052	33020668	"Koyama S"
rs9349379-?	5E-29	-	NR	-	"0.123682 unit increase"	[0.1-0.15]	PHACTR1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	6:12903725	33020668	"Koyama S"
rs139141104-?	1E-18	-	NR	-	"0.16637 unit increase"	[0.13-0.2]	MUC22	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	6:31021244	33020668	"Koyama S"
rs149372871-?	4E-8	-	NR	-	"0.11083 unit decrease"	[0.071-0.15]	RPL29P16,SCIRT	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	6:44080314	33020668	"Koyama S"
rs56171536-?	4E-8	-	NR	-	"0.120251 unit increase"	[0.077-0.163]	CD109	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	6:73706145	33020668	"Koyama S"
rs2327429-?	3E-22	-	NR	-	"0.0957435 unit decrease"	[0.076-0.115]	TARID	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	6:133888699	33020668	"Koyama S"
rs932631509-?	4E-17	-	NR	-	"0.574941 unit increase"	[0.44-0.71]	LPA	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	6:160580396	33020668	"Koyama S"
rs57301765-?	8E-9	-	NR	-	"0.0597071 unit increase"	[0.039-0.08]	HDAC9,TWIST1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	7:19013110	33020668	"Koyama S"
rs2380472-?	2E-8	-	NR	-	"0.0854075 unit decrease"	[0.055-0.115]	C8orf34	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	8:68519476	33020668	"Koyama S"
rs10811654-?	6E-71	-	NR	-	"0.175847 unit increase"	[0.16-0.2]	CDKN2B-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	9:22092925	33020668	"Koyama S"
rs35093463-?	4E-9	-	NR	-	"0.0605532 unit increase"	[0.04-0.081]	ABCA1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	9:104823957	33020668	"Koyama S"
rs1412445-?	1E-9	-	NR	-	"0.0709168 unit increase"	[0.048-0.094]	LIPA	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	10:89243047	33020668	"Koyama S"
rs1926032-?	7E-15	-	NR	-	"0.0891003 unit decrease"	[0.067-0.112]	CNNM2	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	10:103069712	33020668	"Koyama S"
rs73386640-?	2E-10	-	NR	-	"0.0921639 unit increase"	[0.064-0.121]	BET1L	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	11:203235	33020668	"Koyama S"
rs13383201-?	7E-7	-	NR	-	"0.0669764 unit decrease"	[0.041-0.093]	LINC01808	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	2:19494765	33020668	"Koyama S"
rs16986953-?	2E-14	-	NR	-	"0.077836 unit increase"	[0.058-0.098]	CISD1P1,LINC01808	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	2:19742712	33020668	"Koyama S"
rs512535-?	1E-6	-	NR	-	"0.060281 unit decrease"	[0.036-0.085]	TDRD15,APOB	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	2:21044910	33020668	"Koyama S"
rs549156584-?	6E-6	-	NR	-	"0.236974 unit increase"	[0.13-0.34]	FGD5	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	3:14864215	33020668	"Koyama S"
rs1429141-?	8E-11	-	NR	-	"0.0695854 unit decrease"	[0.049-0.091]	MIR548G,RPL31P26	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	4:147366915	33020668	"Koyama S"
rs3796562-?	3E-8	-	NR	-	"0.0587989 unit increase"	[0.038-0.08]	GUCY1B1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	4:155764503	33020668	"Koyama S"
rs2439557-?	6E-6	-	NR	-	"0.0578211 unit decrease"	[0.033-0.083]	GFOD1,TBC1D7	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	6:13338763	33020668	"Koyama S"
rs188935761-?	5E-6	-	NR	-	"0.613998 unit increase"	[0.35-0.88]	MICB	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	6:31500434	33020668	"Koyama S"
rs204993-?	6E-9	-	NR	-	"0.0600478 unit decrease"	[0.04-0.08]	PBX2	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	6:32187804	33020668	"Koyama S"
rs73596816-?	1E-12	-	NR	-	"0.169217 unit increase"	[0.12-0.22]	LPA	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	6:160596331	33020668	"Koyama S"
rs10733376-?	8E-10	-	NR	-	"0.0762233 unit increase"	[0.052-0.101]	CDKN2B-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	9:22114470	33020668	"Koyama S"
rs11065783-?	3E-6	-	NR	-	"0.0666965 unit increase"	[0.039-0.095]	LINC01405	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	12:110958445	33020668	"Koyama S"
rs11066028-?	9E-8	-	NR	-	"0.0850756 unit decrease"	[0.054-0.116]	ALDH2	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	12:111807366	33020668	"Koyama S"
rs11467641-?	6E-9	-	NR	-	"0.0598645 unit increase"	[0.04-0.08]	FLT1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	13:28431905	33020668	"Koyama S"
rs143486029-?	6E-6	-	NR	-	"0.253851 unit decrease"	[0.14-0.36]	COL4A1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	13:110149525	33020668	"Koyama S"
rs1193069-?	4E-8	-	NR	-	"0.059841 unit increase"	[0.039-0.081]	COL4A1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	13:110275863	33020668	"Koyama S"
rs78368565-?	6E-11	-	NR	-	"0.0727065 unit decrease"	[0.051-0.094]	COL4A2	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	13:110393398	33020668	"Koyama S"
rs9515203-?	4E-11	-	NR	-	"0.0922289 unit decrease"	[0.065-0.12]	COL4A2	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	13:110397276	33020668	"Koyama S"
rs759098931-?	2E-6	-	NR	-	"0.315729 unit increase"	[0.18-0.45]	HHIPL1	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	14:99645335	33020668	"Koyama S"
rs879255211-?	5E-6	-	NR	-	"1.60406 unit increase"	[0.91-2.3]	LDLR	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	19:11129554	33020668	"Koyama S"
rs553577764-?	1E-11	-	NR	-	"1.12494 unit increase"	[0.8-1.45]	DOCK6	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	19:11233879	33020668	"Koyama S"
rs75585236-?	7E-8	-	NR	-	"0.0992352 unit decrease"	[0.063-0.135]	MYO9B	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	19:17108653	33020668	"Koyama S"
rs139691875-?	3E-7	-	NR	-	"0.165929 unit decrease"	[0.1-0.23]	CYP2A7P1,CYP2G2P	"Coronary artery disease"	"coronary artery disease"	-	GCST010867	19:41038452	33020668	"Koyama S"
rs2820315-?	7E-10	-	NR	-	"0.0351716 unit increase"	[0.024-0.046]	LMOD1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:201903136	33020668	"Koyama S"
rs1481345-?	5E-10	-	NR	-	"0.0310475 unit decrease"	[0.021-0.041]	U3,NXNP1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:218654513	33020668	"Koyama S"
rs869396-?	8E-11	-	NR	-	"0.0317803 unit decrease"	[0.022-0.041]	PALLD	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:168766849	33020668	"Koyama S"
rs7680806-?	3E-8	-	NR	-	"0.0371551 unit increase"	[0.024-0.05]	SORBS2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:185771699	33020668	"Koyama S"
rs10063823-?	8E-7	-	NR	-	"0.0265187 unit decrease"	[0.016-0.037]	LINC02063,IRX1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	5:4011697	33020668	"Koyama S"
rs1508798-?	6E-8	-	NR	-	"0.0351656 unit decrease"	[0.022-0.048]	SNHG18,TAS2R1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	5:9556582	33020668	"Koyama S"
rs13354746-?	2E-8	-	NR	-	"0.0316372 unit increase"	[0.021-0.043]	ANKRD31,HMGCR	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	5:75323307	33020668	"Koyama S"
rs7703260-?	2E-11	-	NR	-	"0.0394532 unit increase"	[0.028-0.051]	SPRY4-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	5:142522335	33020668	"Koyama S"
rs9349379-?	4E-104	-	NR	-	"0.110473 unit increase"	[0.1-0.12]	PHACTR1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:12903725	33020668	"Koyama S"
rs13200993-?	3E-18	-	NR	-	"0.0453313 unit increase"	[0.035-0.056]	CASC15	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:22612683	33020668	"Koyama S"
rs11968400-?	6E-12	-	NR	-	"0.0655868 unit increase"	[0.047-0.084]	SNHG32	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:31836952	33020668	"Koyama S"
rs10947786-?	2E-15	-	NR	-	"0.047373 unit decrease"	[0.036-0.059]	SAYSD1,KCNK5	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:39188634	33020668	"Koyama S"
rs998584-?	2E-14	-	NR	-	"0.0377906 unit increase"	[0.028-0.048]	LINC02537,VEGFA	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:43790159	33020668	"Koyama S"
rs11752218-?	2E-17	-	NR	-	"0.0870826 unit increase"	[0.067-0.107]	RAB23,PRIM2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:57280764	33020668	"Koyama S"
rs10806235-?	2E-9	-	NR	-	"0.0298522 unit increase"	[0.02-0.04]	LINC02542	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:81993618	33020668	"Koyama S"
rs9351209-?	2E-8	-	NR	-	"0.0285168 unit decrease"	[0.019-0.038]	LYRM2,ANKRD6	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:89605198	33020668	"Koyama S"
rs2327429-?	2E-45	-	NR	-	"0.0737999 unit decrease"	[0.064-0.084]	TARID	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:133888699	33020668	"Koyama S"
rs2744427-?	2E-8	-	NR	-	"0.0364106 unit decrease"	[0.024-0.049]	TAB2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:149393654	33020668	"Koyama S"
rs56393506-?	3E-103	-	NR	-	"0.14927 unit increase"	[0.14-0.16]	PLG,LPA	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:160668275	33020668	"Koyama S"
rs10268797-?	5E-8	-	NR	-	"0.0359225 unit increase"	[0.023-0.049]	MAD1L1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:1834120	33020668	"Koyama S"
rs11509880-?	3E-8	-	NR	-	"0.0280562 unit increase"	[0.018-0.038]	TMEM106B	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:12222285	33020668	"Koyama S"
rs2107595-?	1E-31	-	NR	-	"0.0695929 unit increase"	[0.058-0.081]	TWIST1,HDAC9	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:19009765	33020668	"Koyama S"
rs4723406-?	8E-11	-	NR	-	"0.0331491 unit decrease"	[0.023-0.043]	TBX20	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:35246859	33020668	"Koyama S"
rs6593297-?	4E-9	-	NR	-	"0.0307666 unit decrease"	[0.021-0.041]	CCT6A	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:56054365	33020668	"Koyama S"
rs11977187-?	8E-10	-	NR	-	"0.0327593 unit decrease"	[0.022-0.043]	DUS4L-BCAP29,DUS4L	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:107569938	33020668	"Koyama S"
rs11556924-?	1E-17	-	NR	-	"0.0509404 unit decrease"	[0.039-0.063]	ZC3HC1,UBE2H-DT	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:130023656	33020668	"Koyama S"
rs2286200-?	1E-8	-	NR	-	"0.0299175 unit decrease"	[0.02-0.04]	TBXAS1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:140015542	33020668	"Koyama S"
rs35158675-?	5E-48	-	NR	-	"0.0775764 unit increase"	[0.067-0.088]	MIA3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:222656208	33020668	"Koyama S"
rs2493135-?	2E-8	-	NR	-	"0.0291209 unit increase"	[0.019-0.039]	AGT	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:230715682	33020668	"Koyama S"
rs16986953-?	7E-29	-	NR	-	"0.0796215 unit increase"	[0.066-0.094]	CISD1P1,LINC01808	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:19742712	33020668	"Koyama S"
rs12469758-?	2E-13	-	NR	-	"0.0982115 unit increase"	[0.072-0.124]	NUTF2P8,TDRD15	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:21310235	33020668	"Koyama S"
rs4076834-?	4E-9	-	NR	-	"0.0607567 unit decrease"	[0.041-0.081]	ABCG8	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:43854488	33020668	"Koyama S"
rs582384-?	6E-9	-	NR	-	"0.0292339 unit increase"	[0.019-0.039]	PRKCE	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:45669298	33020668	"Koyama S"
rs7420881-?	4E-9	-	NR	-	"0.0317136 unit increase"	[0.021-0.042]	RSL24D1P2,EHBP1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:62651793	33020668	"Koyama S"
rs72822411-?	6E-9	-	NR	-	"0.0358519 unit increase"	[0.024-0.048]	ACTR2,SPRED2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:65272334	33020668	"Koyama S"
rs7591175-?	2E-30	-	NR	-	"0.0571324 unit increase"	[0.047-0.067]	RPSAP22,PARTICL	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:85511251	33020668	"Koyama S"
rs7604403-?	3E-9	-	NR	-	"0.0341932 unit increase"	[0.023-0.046]	MERTK	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:111899075	33020668	"Koyama S"
rs12469628-?	2E-11	-	NR	-	"0.0405042 unit decrease"	[0.029-0.052]	ARHGAP15	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:143400849	33020668	"Koyama S"
rs34372836-?	3E-14	-	NR	-	"0.0452213 unit increase"	[0.034-0.057]	TEX41	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:145082714	33020668	"Koyama S"
rs2111485-?	4E-8	-	NR	-	"0.0290783 unit increase"	[0.019-0.039]	IFIH1,FAP	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:162254026	33020668	"Koyama S"
rs72874178-?	1E-20	-	NR	-	"0.0525699 unit decrease"	[0.042-0.064]	FIGN,PRPS1P1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:164068063	33020668	"Koyama S"
rs140244541-?	5E-27	-	NR	-	"0.0805827 unit increase"	[0.066-0.095]	CARF,WDR12	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:202943809	33020668	"Koyama S"
rs1250259-?	3E-11	-	NR	-	"0.04081 unit decrease"	[0.029-0.053]	FN1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:215435759	33020668	"Koyama S"
rs2161967-?	7E-11	-	NR	-	"0.0326225 unit decrease"	[0.023-0.042]	TNS1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:217815806	33020668	"Koyama S"
rs7566501-?	2E-12	-	NR	-	"0.0346516 unit decrease"	[0.025-0.044]	PID1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:229144601	33020668	"Koyama S"
rs34880628-?	1E-8	-	NR	-	"0.0297265 unit increase"	[0.02-0.04]	GIGYF2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:232750109	33020668	"Koyama S"
